"","Anthus trivialis","Fringilla coelebs","Phylloscopus trochilus","Muscicapa striata","Ficedula hypoleuca","Carduelis spinus","Parus major","Sylvia borin","Aythya fuligula","Sterna paradisaea","Turdus philomelos","Sylvia atricapilla","Turdus iliacus","Lophophanes cristatus","Corvus corone cornix","Columba oenas","Carduelis chloris","Acrocephalus schoenobaenus","Columba palumbus","Emberiza schoeniclus","Hippolais icterina","Cyanistes caeruleus","Erithacus rubecula","Sylvia communis","Mergus merganser","Larus ridibundus","Turdus pilaris","Hirundo rustica","Emberiza citrinella","Grus grus","Motacilla alba","Larus canus","Alauda arvensis","Carpodacus erythrinus","Phoenicurus phoenicurus","Pica pica","Turdus merula","Apus apus","Luscinia luscinia","Oenanthe oenanthe","Larus argentatus","Sylvia curruca","Loxia pytyopsittacus","Cuculus canorus","Carduelis flammea","Troglodytes troglodytes","Bucephala clangula","Cygnus olor","Dryocopus martius","Regulus regulus","Phylloscopus sibilatrix","Poecile montanus","Carduelis cannabina","Sturnus vulgaris","Acrocephalus palustris","Jynx torquilla","Delichon urbicum","Vanellus vanellus","Columba livia","Dendrocopos major","Haematopus ostralegus","Corvus corax","Podiceps cristatus","Lanius collurio","Loxia curvirostra","Gavia stellata","Certhia familiaris","Anas platyrhynchos","Sterna hirundo","Tringa totanus","Scolopax rusticola","Passer domesticus","Anas crecca","Cygnus cygnus","Tetrao tetrix","Phylloscopus trochiloides","Prunella modularis","Phylloscopus collybita","Actitis hypoleucos","Lepus timidus","Picus canus","Odocoileus virginianus","Turdus viscivorus","Falco subbuteo","Ardea cinerea","Gavia arctica","Numenius arquata","Tetrastes bonasia","Garrulus glandarius","Tringa ochropus","Acrocephalus dumetorum","Saxicola rubetra","Periparus ater","Pyrrhula pyrrhula","Passer montanus","Corvus monedula","Hydrocoloeus minutus","Botaurus stellaris","Phasianus colchicus","Gallinago gallinago","Tetrao urogallus","Accipiter nisus","Tringa glareola","Aegithalos caudatus","Picoides tridactylus","Ficedula parva","Pandion haliaetus","Emberiza rustica","Tringa nebularia","Crex crex","Falco tinnunculus","Accipiter gentilis","Larus fuscus","Carduelis carduelis","Lepus europaeus","Alces alces","Capreolus capreolus","Buteo buteo","Fringilla montifringilla","Poecile cinctus","Numenius phaeopus","Anthus pratensis","Anas penelope","Bombycilla garrulus","Loxia leucoptera","Asio flammeus","Pluvialis apricaria","Anser fabalis","Motacilla flava","Perisoreus infaustus","Lagopus lagopus","Tringa erythropus","Lymnocryptes minimus","Emberiza pusilla","Calidris falcinellus","Luscinia svecica","Calcarius lapponicus"
"JX.1025540",15,73,66,2,2,16,5,4,0,0,9,0,9,1,2,0,0,0,2,2,1,0,21,0,0,0,3,0,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0,2,11,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025541",9,39,24,2,2,2,8,1,0,0,4,0,7,2,0,0,0,0,2,0,0,0,2,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1011252",8,45,21,1,0,5,2,5,0,0,8,0,3,0,0,0,0,0,1,0,0,1,3,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,2,0,0,0,0,3,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025546",6,40,25,3,2,13,9,10,0,0,7,3,11,0,3,0,1,0,5,2,0,6,13,1,0,0,12,3,6,1,0,2,0,3,0,0,4,0,0,0,0,0,0,3,0,6,0,0,2,6,1,1,0,0,0,0,1,5,0,4,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,5,0,2,5,0,0,1,3,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025547",3,38,23,3,0,6,16,9,0,0,6,1,9,0,3,0,1,0,8,2,0,4,17,2,0,0,9,6,6,0,0,1,0,6,0,3,3,0,0,0,0,1,0,6,0,6,0,0,1,3,3,1,0,0,0,0,0,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,5,0,0,0,0,0,0,0,1,4,1,2,1,0,2,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025548",11,34,26,1,1,10,6,7,0,0,6,0,11,1,3,0,2,0,7,0,0,6,15,3,0,0,7,3,2,1,0,1,0,5,0,1,5,0,0,0,0,1,0,4,0,7,0,0,1,9,3,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,11,6,0,0,0,0,0,0,0,0,4,1,0,3,0,0,0,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.53572",5,42,24,4,2,11,7,17,0,0,8,0,11,0,3,0,0,1,6,1,0,6,10,0,0,0,8,8,5,1,1,0,0,4,2,3,3,0,0,0,0,2,0,4,0,5,0,0,0,6,0,4,0,0,0,0,0,4,12,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,5,1,0,0,0,0,0,0,1,4,0,1,3,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1016282",4,40,28,1,1,8,9,7,0,0,9,0,14,0,3,0,0,0,2,1,0,3,12,3,0,0,6,3,4,0,0,1,0,7,2,0,8,0,0,0,0,1,0,4,0,4,0,0,1,3,2,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,2,5,0,0,0,0,0,0,0,0,3,0,1,4,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1140359",8,39,32,2,1,8,8,6,0,0,8,0,7,0,5,0,0,2,3,1,0,1,11,1,0,1,8,4,4,0,1,2,0,5,0,2,5,0,0,0,0,0,0,1,0,6,0,0,1,4,1,0,0,0,0,0,0,3,2,2,0,2,0,0,0,0,1,1,0,0,0,2,0,0,1,1,5,9,0,2,0,0,1,0,0,0,3,0,1,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1274564",6,29,29,1,3,9,2,12,0,0,8,0,22,0,1,0,0,1,4,1,0,1,8,1,0,0,8,1,3,0,4,1,0,5,1,2,4,0,0,0,1,1,0,4,0,3,0,0,1,2,4,1,0,0,0,0,0,3,1,5,0,2,0,0,0,0,3,1,0,0,2,0,0,0,0,0,2,10,0,1,0,0,0,0,0,0,4,0,0,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1422499",9,52,27,2,2,10,7,11,0,0,14,2,17,0,2,0,0,0,5,1,0,4,9,4,0,1,10,1,5,0,1,1,0,5,2,1,8,0,0,0,0,3,0,2,0,5,0,0,0,3,0,3,0,0,0,0,0,3,5,8,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025551",3,113,93,10,0,32,10,18,0,0,11,1,11,1,0,0,0,0,10,0,0,0,31,1,0,0,31,0,8,1,1,0,0,1,0,1,6,0,0,1,0,0,0,3,0,15,0,0,0,4,3,0,0,0,0,0,0,5,0,4,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025552",4,51,30,2,1,4,9,9,0,0,10,2,17,1,0,0,0,0,4,0,0,1,9,1,0,6,14,0,3,1,1,5,0,2,0,1,3,0,0,0,0,0,0,0,0,6,0,0,0,1,0,2,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.58042",2,47,43,4,2,7,0,12,0,0,11,0,20,0,0,0,2,0,6,0,0,2,4,0,0,0,14,0,2,0,0,0,0,4,0,0,4,0,0,0,0,2,0,4,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1135347",6,39,31,0,4,4,5,5,0,0,8,0,19,0,1,0,1,0,5,0,0,0,4,2,0,2,9,0,1,1,1,2,0,3,0,2,3,0,0,0,0,3,0,5,0,3,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,4,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025555",5,61,64,2,9,10,9,20,0,0,15,1,12,0,4,0,0,1,6,0,0,2,5,5,0,0,26,3,0,0,2,12,2,4,3,5,4,0,1,0,0,6,2,4,0,4,0,0,2,6,8,2,0,0,0,0,2,1,0,2,0,0,0,0,0,1,3,0,1,0,1,0,0,1,0,3,11,9,0,0,0,0,0,0,0,0,17,1,0,3,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1131153",22,40,47,1,12,15,10,13,0,0,11,3,14,0,9,0,0,0,6,0,0,1,7,4,1,3,35,12,3,0,4,13,0,14,6,4,6,1,1,0,2,0,0,2,0,6,3,0,0,8,8,0,2,0,0,0,6,4,0,4,0,1,0,0,4,0,0,1,8,0,3,0,0,4,0,3,4,7,1,0,0,0,8,0,0,0,9,0,1,0,2,2,1,2,2,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1024473",16,64,33,10,2,8,13,5,0,0,21,1,9,0,0,1,1,2,13,1,0,4,3,0,0,1,4,0,17,2,1,1,0,0,0,0,13,1,0,0,0,1,0,3,0,0,1,0,0,2,3,3,0,2,0,0,0,0,0,1,0,0,0,0,4,0,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1024474",16,65,32,7,6,6,17,10,0,0,20,1,9,3,0,3,0,5,5,3,0,5,9,1,0,0,4,1,14,4,0,0,1,0,1,1,5,0,0,0,0,5,0,8,0,2,0,0,2,11,4,2,0,1,0,0,0,0,0,1,0,1,0,2,7,0,2,1,0,0,2,0,1,0,1,2,6,0,1,0,0,0,4,0,2,0,0,2,1,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1024475",17,47,33,7,7,8,13,6,0,0,15,1,14,0,2,1,0,0,19,1,2,4,7,0,0,0,0,0,16,5,0,0,2,0,1,0,13,0,0,0,0,2,0,6,0,0,0,0,2,8,5,0,0,0,1,2,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1024476",6,49,35,0,5,2,20,6,0,0,24,0,11,1,0,2,0,2,6,1,0,4,8,3,0,0,1,2,14,3,0,2,0,1,1,0,5,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.48959",7,65,58,7,2,6,14,9,0,0,9,0,17,0,1,0,0,2,24,0,0,2,5,1,0,1,2,1,14,8,1,17,0,0,3,0,8,0,0,0,0,1,1,4,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,1,0,0,7,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1019577",12,53,48,5,4,9,8,6,0,0,15,2,7,4,0,2,0,1,20,1,2,4,5,0,0,0,4,0,14,5,0,3,1,0,1,0,13,0,0,0,0,2,0,5,0,1,0,1,1,5,0,2,0,0,0,0,0,0,0,7,0,1,0,1,0,0,2,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1153249",10,67,35,3,5,15,15,9,0,0,23,1,9,0,1,2,0,2,21,1,0,5,11,1,0,2,0,1,14,4,0,0,2,0,1,1,11,0,0,0,0,1,0,4,0,0,0,0,0,4,0,1,1,1,0,0,0,0,0,4,0,2,0,0,0,0,3,0,0,0,0,0,1,0,1,0,4,0,0,0,0,1,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1241814",16,51,37,12,8,10,17,8,0,0,12,3,15,1,2,0,1,3,14,1,0,5,5,0,0,0,1,2,10,5,0,1,0,0,0,0,11,0,0,0,2,3,0,3,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,1,0,2,0,0,3,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1602113",13,38,24,2,2,12,9,4,0,0,8,0,5,2,0,1,0,2,12,0,0,4,7,1,0,0,2,0,16,1,0,1,1,1,0,0,7,0,0,0,0,0,1,4,0,2,0,0,2,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025557",6,40,50,0,3,9,7,10,0,0,7,0,17,0,3,0,5,6,10,2,0,3,4,5,0,189,38,3,9,1,1,6,4,3,3,3,2,0,0,0,2,2,0,3,0,2,0,0,0,1,2,1,1,5,0,0,1,70,0,0,0,1,0,0,2,0,0,47,1,0,2,2,31,1,2,0,3,2,0,0,0,0,0,0,0,0,12,0,1,2,1,3,0,1,7,2,69,0,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"JX.1025558",9,47,52,6,5,6,11,18,0,0,9,1,26,1,5,0,7,5,15,4,0,0,10,3,0,52,55,3,19,1,1,10,10,10,0,5,3,0,0,0,3,10,0,3,0,2,1,0,1,2,0,1,2,5,0,0,5,11,0,5,0,0,0,0,0,0,1,17,2,0,1,5,7,4,4,1,4,4,1,0,0,0,0,0,0,0,21,0,0,1,7,1,0,0,12,0,13,1,7,12,0,0,5,0,0,1,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"JX.1025559",9,45,49,1,6,12,6,9,0,0,4,0,17,0,2,0,2,8,9,3,1,6,3,3,0,102,38,2,11,1,1,16,10,4,2,9,3,0,0,0,1,5,0,2,0,0,0,0,0,3,2,1,1,5,0,0,7,18,0,0,0,0,0,0,0,0,2,11,1,0,0,7,2,3,0,0,4,6,0,0,0,0,1,0,0,0,27,2,0,0,8,5,0,3,1,0,72,1,4,13,0,0,3,0,0,0,0,0,0,2,1,0,4,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"JX.62748",3,41,45,1,3,12,6,12,0,0,9,0,19,0,3,0,3,2,5,5,0,0,6,0,0,41,68,10,6,2,1,40,0,7,0,1,1,1,1,0,0,9,6,2,0,1,0,0,0,2,0,1,0,7,0,0,5,32,0,2,0,2,0,0,2,0,0,9,0,0,0,12,9,7,0,0,2,0,0,0,1,0,0,0,0,0,27,0,0,5,1,4,0,5,8,0,33,2,7,18,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1014871",5,27,35,0,1,9,7,8,0,0,12,0,6,2,5,0,4,10,5,3,0,2,0,1,0,3,38,7,11,1,0,43,2,12,5,2,2,2,0,0,4,4,0,5,0,2,0,0,0,0,1,1,0,2,0,1,0,29,0,2,0,0,0,0,0,1,0,21,1,0,0,4,33,10,0,0,0,3,0,0,0,0,0,0,0,1,20,3,0,3,3,3,0,2,6,0,11,2,0,14,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"JX.1131236",12,37,54,1,2,10,10,17,0,0,12,0,25,0,4,0,0,6,5,25,0,3,4,8,0,36,44,7,5,7,0,31,3,15,0,2,9,0,0,0,0,3,0,2,0,1,3,0,0,2,4,0,0,0,0,1,0,84,0,3,0,1,0,1,0,0,0,36,2,0,6,0,5,25,0,1,3,9,0,0,0,0,0,0,0,0,25,0,2,1,7,0,0,4,3,1,2,2,0,16,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1248536",22,36,33,2,5,16,9,14,0,0,2,1,12,0,3,2,0,13,10,20,0,7,6,1,0,66,41,7,11,7,3,20,10,15,0,6,15,2,0,0,0,4,0,4,0,1,0,0,0,0,2,1,0,5,0,0,5,22,0,8,0,0,0,0,0,0,0,12,2,0,3,11,6,7,0,3,1,2,0,0,0,0,0,0,0,0,21,0,0,4,3,0,0,1,2,1,6,1,0,4,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"JX.1025561",32,43,48,2,2,4,20,16,0,0,9,3,10,0,2,0,0,0,6,0,0,5,10,2,0,1,10,3,6,0,0,12,0,9,5,7,1,0,0,0,0,6,1,5,0,0,0,0,2,1,6,4,0,0,0,1,0,1,0,3,0,0,0,0,8,1,0,0,0,0,0,0,0,1,2,0,2,4,0,0,0,0,4,0,0,0,11,0,1,2,1,3,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025562",16,46,55,4,0,2,18,13,0,0,7,0,9,1,6,0,0,0,8,0,0,5,14,1,0,1,8,0,8,0,0,7,0,5,4,3,2,0,0,0,2,2,0,13,0,2,0,0,0,1,4,4,0,0,0,0,0,0,0,2,0,1,0,0,0,5,0,3,3,0,0,0,0,0,1,0,0,2,0,0,0,0,4,0,0,0,2,0,1,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1246735",5,14,20,0,0,1,4,4,0,0,4,0,7,0,0,0,0,0,3,0,0,3,11,3,0,0,12,0,12,1,0,2,0,2,0,3,0,0,0,0,0,0,0,5,0,3,1,0,0,2,3,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1598472",8,28,11,0,0,3,7,0,0,0,1,5,5,1,0,0,0,0,4,0,0,0,10,0,0,0,10,1,4,0,0,0,0,2,1,2,9,0,0,0,0,0,1,3,0,5,0,0,1,2,7,0,0,0,0,0,0,0,0,7,0,3,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025564",21,47,51,0,4,7,10,5,0,0,11,0,12,2,1,0,0,0,3,0,0,3,12,5,0,0,17,8,9,2,3,1,0,5,5,0,1,0,0,0,0,4,0,5,0,1,0,0,0,1,0,4,0,0,0,0,2,14,0,1,0,2,0,0,25,0,0,1,0,0,0,0,0,1,0,0,4,8,0,0,0,0,5,0,0,0,9,0,0,2,5,4,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025565",15,36,70,9,0,7,19,11,0,0,11,0,17,3,3,0,1,1,8,0,0,0,18,4,0,3,7,4,3,1,0,2,0,0,2,2,2,0,4,0,2,3,0,7,0,0,0,0,1,2,4,1,0,0,0,0,0,1,0,1,0,0,0,1,4,1,0,0,0,0,1,0,0,1,1,0,4,2,0,0,0,0,3,0,0,0,6,3,0,3,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.64343",21,46,43,2,10,18,8,6,0,0,31,0,7,5,2,0,0,0,8,0,0,1,6,3,0,0,17,3,2,3,1,0,0,10,10,0,0,0,0,0,0,2,12,5,5,1,0,0,0,3,0,2,0,0,0,2,2,5,0,0,0,0,0,0,21,0,0,7,0,0,1,0,0,5,4,1,4,1,0,0,0,0,2,0,0,1,17,0,4,5,2,0,0,2,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1258927",18,35,44,3,0,13,6,6,0,0,11,0,14,0,0,0,2,0,11,0,0,6,7,1,0,0,18,3,5,2,3,0,1,2,1,0,4,0,0,0,0,6,0,14,0,0,0,0,0,3,0,2,0,0,0,0,0,4,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,12,1,3,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1598384",14,32,17,0,0,0,13,1,0,0,6,0,17,0,0,0,0,0,2,1,0,0,7,1,0,0,12,1,5,1,1,2,0,6,0,0,3,1,0,0,0,0,0,12,0,6,0,0,2,3,2,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,10,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025568",23,29,89,7,2,13,13,9,0,0,10,0,10,0,2,0,0,0,3,0,0,0,16,3,0,0,5,2,3,1,1,1,0,9,4,0,2,0,0,0,0,0,0,30,0,3,0,0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2,4,4,0,0,0,0,3,0,0,0,8,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JX.1025569",12,67,67,0,1,20,6,3,0,0,6,0,8,0,4,0,0,0,12,0,0,2,7,0,0,0,14,0,2,0,0,20,0,2,4,0,7,0,0,0,0,3,1,13,0,3,0,0,1,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,17,0,3,2,0,0,0,0,5,0,0,1,10,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"JX.49513",9,39,57,4,0,15,7,4,0,0,4,0,4,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,3,0,1,0,0,2,2,1,2,0,0,0,0,0,0,11,0,1,1,0,0,6,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
